km,Engine Displacement,Max Power,No of Cylinder,Mileage,price (lakh),Insurance_Encoded,modelyear_Encoded,owner_Encoded,cylinder_Encoded,oem_Encoded,bt_Encoded,model_Encoded,variantName_Encoded,engine_Encoded,city_Encoded,color_Encoded,seats_Encoded,streeingtype_Encoded,drivetype_Encoded,ft_Encoded,transmission_Encoded,Length,Width,Wheel Base,Cargo Volumn
70000,998,67.04,3.0,20.51,4.5,1.0,22.0,4.0,2,20,2,184,1287,295,2,78,3,4,6,4,1,3599,1495,2400,180
70000,2179,152.87,4.0,15.1,9.0,1.0,23.0,3.0,3,17,7,147,1885,498,2,78,5,4,6,1,1,4585,1890,2700,418
50000,1197,81.8,4.0,21.01,6.8,1.0,25.0,4.0,3,20,2,157,829,59,2,78,3,1,6,4,1,3995,1745,2520,339
100000,1086,68.05,4.0,19.81,1.35,1.0,15.0,2.0,3,9,2,89,1097,265,2,78,3,4,6,4,1,3585,1595,2380,225
34250,799,53.3,3.0,25.17,3.85,2.0,23.0,4.0,2,27,2,238,1463,344,2,119,3,4,6,4,1,3679,1579,2422,300
90000,1198,86.8,4.0,19.4,2.4,1.0,17.0,3.0,3,8,2,61,1754,475,2,78,3,4,6,4,1,3610,1680,2345,175
64847,1197,68.05,4.0,21.0,6.26,1.0,25.0,4.0,3,9,2,78,1650,35,2,102,3,1,6,0,1,3805,1680,2450,267
50000,1493,113.98,4.0,17.0,13.5,1.0,26.0,4.0,3,9,7,73,1503,79,2,8,3,4,6,1,1,4300,1790,2610,418
90000,1198,86.8,4.0,19.4,2.4,1.0,17.0,3.0,3,8,2,61,1754,475,2,78,3,4,6,4,1,3610,1680,2345,175
62150,1086,68.05,4.0,19.81,3.45,1.0,20.0,4.0,3,9,2,89,1336,265,2,102,3,4,6,4,1,3585,1595,2380,225
41200,1197,81.8,4.0,20.89,5.05,0.0,23.0,4.0,3,20,2,172,67,51,2,119,3,1,6,4,0,3700,1690,2435,260
67000,1496,120.69,3.0,14.7,7.49,2.0,23.0,4.0,2,6,7,50,287,396,2,102,3,1,6,4,0,3998,1765,2519,352
41705,814,55.2,3.0,21.1,1.4,1.0,16.0,3.0,2,9,2,74,1349,344,2,102,3,4,6,4,1,3495,1550,2380,215
9000,1997,150.0,4.0,15.2,15.0,1.0,26.0,4.0,3,17,7,144,1254,501,2,98,2,4,3,4,0,3985,1855,2450,418
27120,1991,183.0,4.0,13.7,29.95,2.0,24.0,4.0,3,21,7,205,618,126,2,98,3,4,0,4,0,4424,1804,2699,421
120000,1248,74.0,4.0,25.2,3.25,1.0,19.0,4.0,3,20,2,179,1765,220,2,78,3,4,6,1,1,3840,1735,2450,204
55000,1197,83.11,4.0,20.4,4.31,2.0,22.0,4.0,3,20,2,179,1288,291,2,50,3,4,6,4,1,3840,1735,2450,204
69000,1591,121.3,4.0,15.8,7.8,1.0,22.0,4.0,3,9,7,73,381,450,2,119,3,4,6,4,1,4270,1780,2590,400
90000,1197,78.9,4.0,20.36,1.7,1.0,14.0,3.0,3,9,2,89,1337,344,2,78,3,4,6,4,1,3585,1595,2380,267
40000,1197,81.8,4.0,21.01,5.3,1.0,24.0,4.0,3,30,2,287,1123,344,2,78,3,1,6,4,1,3995,1745,2520,339
18432,1462,103.26,4.0,18.76,9.49,3.0,26.0,4.0,3,20,7,183,2046,303,2,102,3,1,6,4,0,3995,1790,2500,328
43584,1198,86.7,4.0,17.8,4.79,1.0,21.0,4.0,3,8,8,59,1506,476,2,119,3,4,6,4,1,3990,1680,2405,400
17665,1197,83.1,4.0,21.4,5.62,1.0,22.0,4.0,3,20,2,157,85,455,2,119,3,4,6,4,1,3995,1745,2520,339
70000,1498,98.59,4.0,22.77,6.0,1.0,22.0,3.0,3,6,7,50,312,380,2,78,3,4,6,1,1,3999,1765,2520,346
10203,1199,84.82,3.0,19.28,7.35,1.0,27.0,4.0,2,29,8,275,1967,56,2,8,3,1,6,4,1,3993,1677,2450,419
70000,1197,82.0,4.0,18.9,4.2,1.0,20.0,3.0,3,9,2,77,1333,2,2,78,3,4,6,4,1,3765,1660,2425,256
63000,1497,116.3,4.0,16.8,5.49,2.0,20.0,4.0,3,8,8,63,1754,365,2,119,3,4,6,4,1,4440,1695,2550,506
45244,1198,73.9,3.0,16.47,3.22,1.0,18.0,3.0,2,31,2,300,1386,278,2,119,3,4,6,4,1,3970,1682,2456,267
80000,1197,78.9,4.0,20.36,1.8,1.0,14.0,3.0,3,9,2,89,1337,344,2,78,3,4,6,4,1,3585,1595,2380,267
77611,1197,83.1,4.0,21.4,4.72,2.0,21.0,3.0,3,20,2,157,85,455,2,9,3,4,6,4,1,3995,1745,2520,339
68000,1591,121.3,4.0,15.29,7.15,2.0,21.0,4.0,3,9,7,73,420,450,2,119,3,4,6,4,1,4270,1780,2590,400
110000,998,66.1,3.0,19.0,2.2,1.0,17.0,4.0,2,20,2,153,1858,289,2,119,3,4,6,4,1,3500,1600,2360,267
30000,1497,117.6,4.0,17.4,9.0,1.0,26.0,4.0,3,8,8,63,1547,473,2,78,3,1,6,4,1,4440,1695,2600,510
15000,2694,163.6,4.0,8.0,25.5,2.0,27.0,4.0,3,30,4,290,598,150,2,119,5,4,8,4,0,4735,1830,2750,300
67000,1497,116.3,4.0,16.8,4.99,2.0,19.0,4.0,3,8,8,63,1754,365,2,50,3,4,6,4,1,4440,1695,2550,506
70000,2477,178.0,4.0,13.5,8.57,1.0,19.0,4.0,3,23,7,223,1635,223,2,78,5,4,1,1,1,4695,1815,2800,500
34568,1197,83.11,4.0,20.4,4.45,2.0,22.0,3.0,3,20,2,179,1288,291,2,102,3,4,6,4,1,3840,1735,2450,204
10000,1999,197.13,4.0,17.0,23.5,1.0,27.0,4.0,3,17,7,148,820,134,2,78,5,4,6,4,0,4695,1890,2750,418
54101,1199,74.0,3.0,16.2,5.01,3.0,22.0,4.0,2,31,2,300,113,332,2,98,3,4,6,4,1,3971,1682,2469,280
120000,1364,67.06,4.0,23.59,4.0,1.0,20.0,4.0,3,30,2,283,254,205,2,78,3,4,6,1,1,3895,1735,2460,251
67000,1199,88.76,4.0,19.5,4.4,2.0,21.0,4.0,3,8,8,59,1508,476,2,102,3,4,6,4,1,3995,1695,2470,420
88952,1197,103.2,4.0,18.19,6.31,1.0,21.0,3.0,3,31,8,305,154,393,2,121,3,4,6,4,0,4390,1699,2553,494
65000,1197,81.8,4.0,20.52,5.45,2.0,24.0,4.0,3,20,2,184,2038,297,2,9,3,4,6,4,1,3655,1620,2435,341
69000,1497,117.3,4.0,18.0,5.49,2.0,20.0,3.0,3,8,8,63,2095,469,2,50,3,4,6,4,0,4440,1695,2600,510
50979,998,67.1,3.0,18.9,2.43,2.0,17.0,4.0,2,20,2,184,1823,289,2,9,3,4,6,4,1,3595,1495,2400,267
95000,1968,174.33,4.0,17.11,8.9,2.0,19.0,3.0,3,0,8,3,511,381,2,50,3,4,6,1,0,4701,2040,2808,480
58696,1197,81.83,4.0,18.6,5.46,1.0,21.0,4.0,3,9,2,90,1643,320,2,78,3,4,6,4,1,3985,1734,2570,295
8000,1998,248.08,4.0,12.81,64.75,1.0,27.0,4.0,3,1,7,22,2156,278,2,9,3,1,4,4,0,4751,2138,2864,418
45000,2143,136.0,4.0,17.9,28.0,2.0,24.0,4.0,3,21,7,205,1740,143,2,102,3,4,0,1,0,4424,1804,2699,421
30000,998,118.35,3.0,18.15,10.9,1.0,27.0,4.0,2,9,7,85,1580,314,2,9,3,1,6,4,0,3995,1770,2500,350
44000,1197,81.8,4.0,20.89,5.75,2.0,25.0,4.0,3,20,2,172,836,453,2,119,3,1,6,4,1,3700,1690,2435,260
1600,1997,296.3,4.0,9.2,132.0,2.0,28.0,4.0,3,14,7,109,467,136,2,119,3,1,4,4,0,5018,2105,3022,857
30000,1197,88.5,4.0,22.61,8.0,1.0,27.0,4.0,3,20,8,180,2047,278,2,50,3,1,6,4,0,3995,1735,2450,378
35011,2184,130.0,4.0,17.0,16.51,1.0,27.0,3.0,3,17,7,144,1260,494,2,8,2,4,3,1,0,3985,1855,2450,418
18110,1199,118.35,3.0,17.33,8.2,3.0,26.0,4.0,2,29,7,265,1927,60,2,119,3,1,6,4,1,3993,1811,2498,350
90000,2179,140.0,4.0,15.1,5.45,1.0,19.0,4.0,3,17,7,147,1871,498,2,78,5,4,6,1,1,4585,1890,2700,418
24349,1199,88.7,4.0,17.5,6.25,1.0,22.0,3.0,3,8,7,69,2112,476,2,102,3,1,6,4,1,3999,1734,2555,363
60000,1396,88.7,4.0,22.1,8.0,1.0,24.0,4.0,3,9,7,73,219,420,2,119,3,4,6,1,1,4270,1780,2590,400
81711,1197,81.83,4.0,18.6,5.99,3.0,22.0,4.0,3,9,2,90,1643,320,2,9,3,4,6,4,1,3985,1734,2570,295
101,1997,296.3,4.0,9.2,132.0,2.0,28.0,4.0,3,14,7,109,467,136,2,119,3,1,4,4,0,5018,2105,3022,857
30400,1199,72.0,3.0,26.49,7.25,2.0,27.0,4.0,2,29,2,273,1968,40,2,119,3,1,6,0,1,3765,1677,2400,267
23961,814,55.2,3.0,21.1,2.16,2.0,18.0,3.0,2,9,2,74,1352,344,2,102,3,4,6,4,1,3495,1550,2380,215
66300,1197,78.9,4.0,17.71,5.25,1.0,23.0,4.0,3,30,2,284,159,344,2,119,3,4,6,4,1,3884,1695,2460,251
38000,1950,241.38,4.0,16.34,69.5,2.0,25.0,4.0,3,21,1,207,664,236,2,50,3,4,6,1,0,4731,1890,2873,400
20802,998,67.05,3.0,21.63,4.8,3.0,24.0,4.0,2,20,2,162,1806,295,2,102,3,1,6,4,1,3715,1635,2425,235
54420,998,67.04,3.0,20.51,2.76,1.0,18.0,4.0,2,20,2,185,1806,286,2,102,3,4,6,4,1,3636,1475,2400,180
72000,2987,282.0,6.0,13.5,34.5,2.0,19.0,3.0,5,21,8,211,1488,434,2,50,3,4,8,1,0,5226,1871,3165,461
19000,3456,258.81,6.0,18.8,88.0,2.0,25.0,4.0,5,15,7,118,720,109,2,8,3,1,4,4,0,5000,1895,2790,418
92000,1591,121.3,4.0,17.01,3.35,2.0,17.0,4.0,3,9,8,86,407,450,2,119,3,4,6,4,1,4375,1700,2570,465
24000,1968,143.0,4.0,20.38,22.9,1.0,24.0,4.0,3,0,8,1,695,381,2,119,3,4,6,1,0,4458,1796,2637,425
59801,1591,121.3,4.0,14.8,11.5,2.0,23.0,4.0,3,9,7,73,399,450,2,102,3,4,6,4,0,4270,1780,2590,400
32228,1462,103.26,4.0,18.76,9.85,2.0,25.0,4.0,3,20,7,183,2061,303,2,119,3,1,6,4,0,3995,1790,2500,328
102788,2360,170.0,4.0,11.3,15.5,1.0,17.0,2.0,3,23,7,222,937,343,2,119,3,4,4,4,1,3995,1695,2425,418
88594,1498,98.6,4.0,25.8,5.67,2.0,23.0,4.0,3,8,8,59,1514,471,2,102,3,4,6,1,1,3990,1680,2405,400
21000,1991,183.0,4.0,15.04,27.75,1.0,23.0,3.0,3,21,8,198,616,270,2,119,3,4,6,4,0,4630,2032,2699,470
33756,1582,126.2,4.0,19.67,8.8,2.0,22.0,3.0,3,9,7,73,376,421,2,119,3,4,6,1,1,4270,1780,2590,400
38192,1199,88.7,4.0,17.5,7.38,3.0,22.0,4.0,3,8,7,69,2116,476,2,119,3,1,6,4,1,3999,1734,2555,363
50000,2199,197.26,4.0,14.11,30.5,2.0,25.0,4.0,3,13,4,106,1298,210,2,8,5,4,0,1,0,5115,1985,3060,540
97411,1198,86.7,4.0,17.8,4.69,2.0,22.0,4.0,3,8,8,59,1589,476,2,102,3,4,6,4,1,3990,1680,2405,400
11077,1199,88.5,4.0,17.1,9.35,3.0,26.0,4.0,3,8,2,66,1794,43,2,119,3,1,6,4,0,3989,1694,2530,354
55000,1582,126.2,4.0,19.67,12.9,1.0,25.0,3.0,3,9,7,73,375,421,2,9,3,4,6,1,1,4270,1780,2590,400
43100,1598,103.52,4.0,14.3,7.65,1.0,21.0,4.0,3,28,8,249,392,344,2,20,3,4,6,4,0,4386,1699,2552,460
82501,1498,98.96,4.0,23.0,7.65,2.0,23.0,4.0,3,6,7,50,269,380,2,119,3,4,6,1,1,3998,1765,2519,352
91881,1197,83.1,4.0,21.4,5.24,2.0,21.0,4.0,3,20,2,157,69,455,2,9,3,4,6,4,1,3995,1745,2520,339
36000,1197,83.11,4.0,20.4,3.8,1.0,22.0,3.0,3,20,2,179,1288,291,2,119,3,4,6,4,1,3840,1735,2450,204
62479,1197,83.1,4.0,21.4,6.21,2.0,23.0,3.0,3,20,2,157,82,455,2,102,3,4,6,4,0,3995,1745,2520,339
53000,1997,120.0,4.0,15.4,9.9,2.0,21.0,3.0,3,17,7,138,451,498,2,119,5,4,8,1,1,4456,1820,2680,460
51000,1198,86.8,4.0,19.4,2.3,2.0,18.0,3.0,3,8,2,61,1504,475,2,50,3,4,6,4,1,3610,1680,2345,175
63774,1197,81.83,4.0,18.6,5.49,2.0,20.0,4.0,3,9,2,90,851,320,2,119,3,4,6,4,1,3985,1734,2570,295
45000,1198,86.7,4.0,17.8,4.75,2.0,22.0,4.0,3,8,8,59,1506,476,2,50,3,4,6,4,1,3990,1680,2405,400
21900,1197,81.86,4.0,20.5,7.75,1.0,26.0,4.0,3,9,8,72,1486,45,2,119,3,1,6,4,1,3995,1680,2450,461
27381,1591,121.3,4.0,17.01,6.49,2.0,21.0,4.0,3,9,8,86,420,450,2,78,3,4,6,4,1,4375,1700,2570,465
54147,796,47.3,3.0,30.46,2.9,2.0,22.0,3.0,2,20,2,155,912,250,2,119,3,4,6,0,1,3395,1490,2360,177
56716,998,58.33,3.0,32.52,5.51,3.0,25.0,4.0,2,20,2,184,908,295,2,78,3,4,6,0,1,3655,1620,2435,341
68000,2993,255.0,6.0,12.65,72.0,1.0,22.0,3.0,5,14,7,115,1180,433,2,8,3,4,1,1,0,4879,2220,2923,784
49000,998,67.05,3.0,21.79,2.95,2.0,20.0,3.0,2,20,2,184,1806,295,2,50,3,4,6,4,1,3655,1620,2435,341
63000,1197,83.14,4.0,20.85,4.85,2.0,21.0,4.0,3,20,8,180,1288,291,2,119,3,4,6,4,1,3995,1695,2430,320
77000,1396,69.0,4.0,25.0,1.95,2.0,16.0,4.0,3,29,2,259,1242,199,2,23,3,4,6,1,1,3690,1665,2400,220
3000,1995,147.51,4.0,20.37,54.0,2.0,28.0,4.0,3,1,7,20,2136,278,2,119,3,4,6,1,0,4429,1827,2425,418
54000,2755,171.5,4.0,11.36,17.75,2.0,24.0,4.0,3,30,4,290,608,9,2,102,5,4,8,1,0,4735,1830,2750,211
55000,1497,117.6,4.0,17.4,8.25,2.0,23.0,4.0,3,8,8,63,1800,469,2,102,3,4,6,4,1,4440,1695,2600,510
50000,1798,178.0,4.0,15.1,16.5,1.0,23.0,3.0,3,28,8,248,437,106,2,78,3,4,6,4,0,4670,1814,2688,590
16000,2999,362.07,6.0,17.0,138.0,2.0,27.0,4.0,5,21,7,209,718,170,2,119,5,1,4,4,0,5207,2157,3135,418
14598,1591,121.3,4.0,17.0,10.16,3.0,24.0,3.0,3,9,8,86,1786,450,2,14,3,4,6,4,1,4440,1729,2600,480
96000,2982,168.5,4.0,12.55,11.95,2.0,20.0,3.0,3,30,7,285,734,205,2,119,5,4,6,1,0,4705,1840,2750,296
40190,1248,88.5,4.0,24.3,7.36,2.0,23.0,3.0,3,20,7,183,2024,218,2,98,3,4,6,1,1,3995,1790,2500,328
8000,2995,335.25,6.0,11.21,91.0,2.0,27.0,4.0,5,0,7,10,1706,172,2,8,5,4,4,4,0,5064,1970,2999,418
80000,1582,126.2,4.0,17.01,7.66,2.0,21.0,4.0,3,9,7,73,368,421,2,102,3,4,6,1,0,4270,1780,2590,400
46445,1591,121.3,4.0,13.0,8.59,2.0,21.0,4.0,3,9,7,73,422,450,2,102,3,4,6,4,1,4270,1780,2590,400
6000,2694,163.6,4.0,8.0,19.1,2.0,27.0,4.0,3,30,4,290,594,151,2,50,5,4,8,4,1,4735,1830,2750,300
26000,1998,254.79,4.0,13.32,69.0,1.0,26.0,4.0,3,1,8,18,1154,416,2,60,2,4,6,4,0,5091,1902,3070,450
65083,1373,91.1,4.0,20.73,7.04,1.0,22.0,4.0,3,20,8,163,205,478,2,14,3,4,6,4,1,4490,1730,2650,510
150000,2987,254.8,6.0,11.74,17.51,2.0,19.0,3.0,5,21,7,210,1329,431,2,14,3,4,4,1,0,4817,2141,2915,690
5378,1498,119.35,4.0,18.3,14.43,3.0,26.0,4.0,3,8,8,63,2034,458,2,98,3,1,6,4,0,4549,1748,2600,506
63001,1497,117.3,4.0,18.0,7.65,2.0,21.0,4.0,3,8,8,63,2095,469,2,14,3,4,6,4,0,4440,1695,2600,510
68000,1968,174.33,4.0,17.11,9.5,2.0,19.0,3.0,3,0,8,3,512,381,2,119,3,4,6,1,0,4701,2040,2808,480
15000,999,71.01,3.0,20.0,6.75,1.0,27.0,4.0,2,27,4,243,1471,278,2,46,5,1,6,4,1,3991,1739,2425,84
106180,2967,241.4,6.0,13.22,20.95,2.0,22.0,4.0,5,0,7,9,646,386,2,8,3,4,4,1,0,4629,2089,2807,540
68000,1956,167.67,4.0,16.35,14.0,2.0,25.0,4.0,3,29,7,256,1956,321,2,119,3,4,6,1,1,4598,1894,2741,425
11000,1397,138.12,4.0,17.0,19.75,2.0,27.0,4.0,3,9,7,73,1574,64,2,119,3,4,6,4,0,4300,1790,2610,418
24000,1497,113.18,4.0,17.0,10.95,2.0,26.0,4.0,3,9,7,73,1046,75,2,8,3,4,6,4,1,4300,1790,2610,418
55000,1497,117.6,4.0,17.4,8.5,2.0,23.0,4.0,3,8,8,63,1800,469,2,102,3,4,6,4,1,4440,1695,2600,510
12010,2184,130.0,4.0,15.2,14.85,2.0,25.0,4.0,3,17,7,144,1256,494,2,98,2,4,3,1,1,3985,1855,2450,418
60665,1197,81.8,4.0,21.01,6.21,1.0,25.0,4.0,3,20,2,157,1005,59,2,50,3,1,6,4,1,3995,1745,2520,339
10000,1497,113.18,4.0,17.0,11.2,1.0,26.0,3.0,3,9,7,73,1495,75,2,78,3,4,6,4,1,4300,1790,2610,418
82896,1248,88.76,4.0,20.77,7.27,1.0,17.0,3.0,3,20,4,165,1764,220,2,8,5,4,6,1,1,4265,1695,2740,135
35000,1950,241.3,4.0,19.0,65.0,2.0,24.0,3.0,3,21,1,199,663,236,2,50,3,4,8,1,0,4988,1890,2939,520
1000,1462,103.39,4.0,16.39,17.25,2.0,28.0,4.0,3,20,7,173,832,306,2,8,2,1,4,4,0,3985,1645,2590,211
57463,1497,117.3,4.0,17.4,6.22,2.0,20.0,4.0,3,8,8,63,2099,469,2,102,3,4,6,4,1,4440,1695,2600,510
3100,1497,113.18,4.0,17.0,13.1,2.0,28.0,4.0,3,9,7,73,1075,75,2,119,3,4,6,4,1,4300,1790,2610,418
25000,2400,215.0,5.0,11.2,52.0,2.0,25.0,3.0,4,32,7,314,977,398,2,119,3,4,4,1,0,4644,2120,2774,495
58716,1499,110.4,4.0,15.85,6.25,3.0,21.0,4.0,3,6,7,50,343,396,2,14,3,4,6,4,1,3999,1765,2520,346
27000,1197,81.8,4.0,21.0,7.25,2.0,26.0,4.0,3,9,2,90,1333,46,2,50,3,1,6,4,1,3995,1775,2580,311
51017,1197,83.1,4.0,21.4,5.32,2.0,22.0,4.0,3,20,2,157,85,455,2,98,3,4,6,4,1,3995,1745,2520,339
25000,1998,192.0,4.0,13.79,43.0,2.0,25.0,4.0,3,22,2,216,949,125,2,8,3,4,4,4,0,4253,1800,2670,360
33000,1999,237.0,4.0,18.0,36.45,1.0,22.0,3.0,3,14,7,110,1182,132,2,50,5,4,4,4,0,4988,2220,2922,258
17000,1197,88.5,4.0,22.35,7.1,2.0,27.0,4.0,3,20,2,157,1617,36,2,9,3,1,6,4,1,3990,1745,2520,318
95000,2982,168.5,4.0,12.55,13.9,2.0,19.0,4.0,3,30,7,285,734,205,2,119,5,4,6,1,0,4705,1840,2750,296
15000,1950,241.38,4.0,17.0,76.0,2.0,25.0,3.0,3,21,7,208,663,429,2,102,3,4,4,1,0,4924,2157,2995,825
49000,1373,91.1,4.0,19.12,6.9,2.0,21.0,4.0,3,20,8,163,816,478,2,102,3,4,6,4,0,4490,1730,2650,510
34000,1798,167.62,4.0,15.64,20.0,1.0,20.0,3.0,3,0,8,3,435,391,2,98,3,4,6,4,0,4701,2040,2808,480
70000,1197,83.14,4.0,20.85,3.5,2.0,18.0,4.0,3,20,8,180,1806,291,2,119,3,4,6,4,1,3995,1695,2430,320
29100,998,118.36,3.0,18.2,11.45,2.0,25.0,4.0,2,13,7,108,1169,369,2,8,3,1,6,4,1,3995,1790,2500,392
57116,1199,84.0,3.0,20.3,5.18,3.0,23.0,4.0,2,29,8,275,130,355,2,14,3,4,6,4,1,3992,1677,2450,419
56000,814,55.2,3.0,21.1,2.61,2.0,21.0,4.0,2,9,2,74,1352,344,2,119,3,4,6,4,1,3495,1550,2380,215
9343,1199,88.5,4.0,16.5,8.66,1.0,26.0,4.0,3,8,7,69,1546,473,2,102,3,1,6,4,1,3999,1734,2555,363
15000,1984,241.3,4.0,14.11,51.0,2.0,26.0,3.0,3,0,8,4,717,269,2,8,3,4,6,4,0,4939,2110,2930,560
13000,2755,201.15,4.0,17.0,38.5,2.0,27.0,4.0,3,30,7,285,728,152,2,119,5,4,0,1,1,4795,1855,2745,418
90347,1591,121.3,4.0,13.0,9.44,1.0,22.0,3.0,3,9,7,73,418,450,2,119,3,4,6,4,0,4270,1780,2590,400
36000,2925,281.61,6.0,13.5,89.0,2.0,26.0,4.0,5,21,8,211,1490,325,2,8,3,4,8,1,0,5255,1695,3165,461
60000,1995,184.0,4.0,17.05,21.25,2.0,22.0,4.0,3,1,7,20,2132,502,2,119,3,4,8,1,0,4477,2058,2760,420
64668,1194,94.93,3.0,19.4,5.18,3.0,24.0,4.0,2,6,8,49,1711,396,2,78,3,4,6,4,1,3995,1704,2490,359
7800,1996,212.55,4.0,12.04,45.0,2.0,28.0,5.0,3,16,7,121,1593,226,2,50,4,1,3,1,0,4985,1926,2950,418
87313,1497,117.3,4.0,17.4,5.74,2.0,19.0,4.0,3,8,8,63,2100,469,2,14,3,4,6,4,1,4440,1695,2600,510
60000,1984,181.0,5.0,14.7,38.0,2.0,23.0,3.0,4,32,7,314,971,398,2,119,3,4,6,1,0,4644,2120,2774,495
39000,1199,88.7,4.0,18.7,4.49,2.0,20.0,4.0,3,8,2,66,162,476,2,119,3,4,6,4,1,3955,1694,2530,354
18000,1451,141.0,4.0,11.67,19.25,2.0,26.0,4.0,3,16,7,123,1607,101,2,8,4,4,6,4,0,4720,1835,2750,155
18000,1999,245.4,4.0,17.0,56.5,2.0,25.0,3.0,3,14,7,111,1441,236,2,119,5,4,1,1,0,4600,2173,2741,740
11000,3456,259.0,6.0,18.8,66.0,2.0,21.0,4.0,5,15,7,118,719,109,2,50,3,4,4,4,0,4890,1895,2790,418
30000,1998,268.0,4.0,12.1,62.0,2.0,26.0,4.0,3,12,7,104,1482,129,2,98,3,4,1,4,0,4882,1894,3008,418
8000,2143,136.0,4.0,17.9,27.0,2.0,23.0,4.0,3,21,7,205,620,143,2,98,3,4,0,1,0,4424,1804,2699,421
57000,1991,194.4,4.0,15.0,40.5,2.0,22.0,4.0,3,21,8,200,1114,280,2,119,3,1,8,4,0,5063,1860,3079,540
89500,2967,245.0,4.0,14.75,36.0,2.0,21.0,3.0,3,0,7,10,714,431,2,119,5,4,4,1,0,5052,2212,2994,890
27684,1199,88.7,4.0,17.5,7.19,1.0,22.0,3.0,3,8,7,69,2116,476,2,98,3,1,6,4,1,3999,1734,2555,363
22000,1991,181.03,4.0,14.74,33.0,2.0,22.0,4.0,3,21,8,197,887,278,2,119,3,4,8,4,0,4686,2020,2840,480
71566,1194,94.93,3.0,20.4,5.07,2.0,24.0,4.0,2,6,2,54,1711,396,2,50,3,4,6,4,1,3941,1704,2490,257
75000,2967,245.0,4.0,14.75,39.95,1.0,21.0,3.0,3,0,7,10,714,431,2,119,5,4,4,1,0,5052,2212,2994,890
58000,2143,204.0,4.0,19.4,26.0,2.0,22.0,3.0,3,21,8,199,631,236,2,119,2,4,8,1,0,4940,2075,2874,475
75455,1497,117.3,4.0,18.0,6.65,1.0,20.0,3.0,3,8,8,63,2096,469,2,50,3,4,6,4,0,4440,1695,2600,510
10000,1498,108.49,4.0,14.82,15.0,2.0,27.0,4.0,3,16,7,119,1606,452,2,119,3,1,6,4,0,4323,1809,2585,418
80000,3198,197.0,4.0,10.91,23.49,1.0,22.0,4.0,3,6,7,51,653,236,2,102,5,4,1,1,0,4892,1860,2850,418
85031,1591,121.3,4.0,14.8,10.52,2.0,23.0,4.0,3,9,7,73,399,450,2,102,3,4,6,4,0,4270,1780,2590,400
22000,1997,246.74,4.0,17.0,67.0,2.0,26.0,4.0,3,14,7,114,490,239,2,119,3,4,4,1,0,4371,2100,2681,472
37527,1498,98.96,4.0,21.7,9.3,3.0,25.0,4.0,3,6,7,50,1709,380,2,119,3,1,6,1,1,3998,1765,2519,352
80000,1248,88.5,4.0,24.3,8.5,2.0,24.0,4.0,3,20,7,183,1769,218,2,50,3,4,6,1,1,3995,1790,2500,328
14000,1991,301.73,4.0,18.89,51.0,2.0,27.0,4.0,3,21,8,191,723,187,2,9,3,1,4,4,0,4559,1992,2729,461
40000,2179,152.87,4.0,15.1,13.0,1.0,23.0,4.0,3,17,7,147,1869,498,2,8,5,4,6,1,0,4585,1890,2700,418
10000,1197,81.8,4.0,21.01,6.25,1.0,25.0,4.0,3,30,2,287,1123,344,2,119,3,1,6,4,1,3995,1745,2520,339
50000,2967,245.0,6.0,16.12,56.0,2.0,21.0,4.0,5,26,7,232,1031,439,2,119,3,4,4,1,0,4855,1939,2895,1728
65000,1995,188.0,4.0,20.68,19.5,1.0,22.0,3.0,3,1,7,20,2135,236,2,119,3,4,6,1,0,4439,1821,2670,505
72011,1968,181.0,4.0,15.17,14.99,2.0,20.0,4.0,3,0,7,7,693,385,2,8,3,4,4,1,0,4388,1831,2603,460
40011,1956,167.67,4.0,14.9,24.5,2.0,26.0,4.0,3,12,7,101,1359,130,2,50,3,4,3,1,0,4405,1818,2636,418
85000,1462,103.0,4.0,19.34,7.35,2.0,21.0,4.0,3,20,4,165,1842,300,2,50,5,4,0,4,1,4395,1735,2740,209
36206,1497,121.31,3.0,17.0,7.26,3.0,23.0,3.0,2,6,7,50,288,396,2,9,3,4,6,4,1,3998,1765,2519,352
48011,2393,147.51,7.0,13.68,16.5,2.0,22.0,4.0,6,30,4,290,554,111,2,119,6,4,8,1,1,4735,1830,2750,211
86919,1197,83.1,4.0,21.4,6.88,2.0,24.0,3.0,3,20,2,157,175,455,2,9,3,4,6,4,1,3995,1745,2520,339
4000,3982,576.63,8.0,17.0,395.0,2.0,27.0,4.0,7,21,7,192,722,441,2,8,3,4,1,4,0,3995,1695,2425,418
69650,1198,86.7,4.0,18.0,3.65,2.0,19.0,3.0,3,8,8,59,1511,476,2,102,3,4,6,0,1,3990,1680,2405,400
41051,999,75.0,3.0,19.44,6.27,1.0,23.0,4.0,2,31,8,296,13,332,2,8,3,4,6,4,1,3995,1682,2470,330
52011,2755,171.5,4.0,11.36,17.99,2.0,24.0,4.0,3,30,4,290,608,9,2,50,5,4,8,1,0,4735,1830,2750,211
52439,1086,68.05,4.0,19.81,3.35,2.0,18.0,4.0,3,9,2,89,1336,265,2,119,3,4,6,4,1,3585,1595,2380,225
82347,1373,91.1,4.0,19.12,5.28,2.0,19.0,3.0,3,20,8,163,816,478,2,119,3,4,6,4,0,4490,1730,2650,510
52001,2967,241.4,6.0,12.07,18.99,2.0,19.0,3.0,5,0,7,10,646,431,2,119,5,4,4,1,0,5089,2177,3002,330
